caminho,silaba
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_0_0.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_7_4.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_5_7.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_5_4.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_7_3.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_5_2.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_4_7.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_4_5.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_7_6.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_1_0.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_2_1.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_8_6.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_0_5.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_1_4.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_5_2.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_4_3.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_7_8.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_6_6.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_7_4.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_6_8.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_0_5.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_8_3.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_4_8.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_1_6.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_9_7.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_6_0.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_1_5.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_7_5.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_6_2.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_4_6.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_4_4.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_3_2.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_2_1.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_9_1.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_2_9.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_7_1.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_2_1.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_8_9.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_4_5.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_8_4.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_9_8.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_8_2.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_4_9.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_2_3.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_6_0.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_5_9.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_8_5.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_2_3.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_7_4.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_8_7.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_7_8.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_7_0.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_7_0.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_1_2.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_1_8.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_4_9.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_1_7.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_8_0.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_3_2.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_8_3.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_9_3.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_2_7.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_0_1.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_6_2.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_4_7.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_2_7.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_6_7.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_1_6.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_3_4.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_3_7.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_4_9.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_1_5.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_9_9.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_1_9.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_8_4.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_4_3.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_8_3.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_1_9.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_7_0.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_7_9.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_0_0.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_6_0.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_5_8.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_1_8.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_3_4.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_9_9.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_3_4.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_5_4.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_0_3.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_8_4.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_9_9.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_6_2.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_8_3.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_9_8.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_0_8.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_4_5.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_2_8.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_6_4.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_5_2.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_8_2.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_5_1.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_6_2.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_1_6.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_1_7.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_9_2.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_8_2.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_5_4.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_3_5.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_8_0.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_1_1.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_8_1.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_8_8.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_2_5.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_4_5.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_4_8.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_8_0.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_2_1.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_7_1.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_4_4.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_3_5.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_3_2.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_6_7.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_1_8.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_5_9.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_9_3.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_4_1.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_2_3.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_6_3.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_9_4.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_1_9.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_5_3.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_1_1.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_7_7.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_6_9.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_0_2.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_5_6.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_7_2.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_5_6.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_7_6.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_4_2.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_3_7.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_5_0.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_6_4.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_9_5.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_2_3.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_8_8.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_5_0.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_8_6.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_8_2.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_4_5.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_9_6.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_7_4.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_2_0.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_9_0.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_2_0.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_9_3.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_8_6.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_4_7.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_9_2.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_7_9.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_6_5.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_0_0.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_0_9.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_8_2.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_1_9.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_9_2.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_4_0.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_7_0.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_4_9.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_3_7.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_5_6.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_4_4.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_8_9.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_4_4.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_6_7.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_8_1.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_7_9.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_2_5.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_5_3.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_1_0.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_7_5.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_5_1.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_2_0.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_4_8.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_3_3.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_1_4.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_7_3.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_5_9.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_6_7.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_8_8.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_0_0.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_1_3.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_1_3.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_4_1.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_1_7.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_0_1.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_0_4.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_0_1.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_3_4.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_4_3.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_1_4.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_8_1.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_3_2.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_1_8.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_3_1.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_9_3.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_2_3.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_3_6.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_5_0.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_0_7.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_6_9.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_3_1.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_5_4.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_2_3.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_4_2.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_4_5.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_6_5.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_9_5.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_1_1.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_6_2.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_5_1.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_8_8.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_4_1.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_0_9.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_3_9.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_4_2.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_9_3.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_3_5.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_2_2.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_2_6.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_2_2.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_3_5.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_2_1.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_2_8.jpg,gyeong
